study,arm,rep,capsule,iter,total_ms
loo,slipstream_comm_only,2,4695b36d,2,58.07
loo,slipstream_comm_only,2,4695b36d,3,57.745
loo,slipstream_comm_only,2,4695b36d,4,58.943
loo,slipstream_comm_only,2,4695b36d,5,57.416
loo,slipstream_comm_only,2,4695b36d,6,59.222
loo,slipstream_comm_only,2,4695b36d,7,59.762
loo,slipstream_comm_only,2,4695b36d,8,58.43
loo,slipstream_comm_only,2,4695b36d,9,58.304
loo,placement_swap_seq,2,4695b36d,0,68.937
loo,placement_swap_seq,2,4695b36d,1,65.775
loo,placement_swap_seq,2,4695b36d,2,58.789
loo,placement_swap_seq,2,4695b36d,3,56.692
loo,placement_swap_seq,2,4695b36d,4,56.715
loo,placement_swap_seq,2,4695b36d,5,57.261
loo,placement_swap_seq,2,4695b36d,6,58.998
loo,placement_swap_seq,2,4695b36d,7,55.047
loo,placement_swap_seq,2,4695b36d,8,58.463
loo,placement_swap_seq,2,4695b36d,9,55.101
loo,full_stack_seq,2,4695b36d,0,67.757
loo,full_stack_seq,2,4695b36d,1,60.771
loo,full_stack_seq,2,4695b36d,2,56.313
loo,full_stack_seq,2,4695b36d,3,56.637
loo,full_stack_seq,2,4695b36d,4,56.034
loo,full_stack_seq,2,4695b36d,5,56.227
loo,full_stack_seq,2,4695b36d,6,56.216
loo,full_stack_seq,2,4695b36d,7,55.426
loo,full_stack_seq,2,4695b36d,8,58.17
loo,full_stack_seq,2,4695b36d,9,56.023
loo,full_stack_ovl,2,4695b36d,0,60.856
loo,full_stack_ovl,2,4695b36d,1,61.647
loo,full_stack_ovl,2,4695b36d,2,54.208
loo,full_stack_ovl,2,4695b36d,3,53.664
loo,full_stack_ovl,2,4695b36d,4,56.627
loo,full_stack_ovl,2,4695b36d,5,55.95
loo,full_stack_ovl,2,4695b36d,6,57.711
loo,full_stack_ovl,2,4695b36d,7,57.758
loo,full_stack_ovl,2,4695b36d,8,53.768
loo,full_stack_ovl,2,4695b36d,9,57.122
loo,comet,3,788d611f,0,65.4
loo,comet,3,788d611f,1,63.968
loo,comet,3,788d611f,2,64.312
loo,comet,3,788d611f,3,64.271
loo,comet,3,788d611f,4,64.349
loo,comet,3,788d611f,5,62.476
loo,comet,3,788d611f,6,64.354
loo,comet,3,788d611f,7,64.037
loo,comet,3,788d611f,8,63.296
loo,comet,3,788d611f,9,62.946
loo,slipstream_comm_only,3,788d611f,0,58.724
loo,slipstream_comm_only,3,788d611f,1,57.983
loo,slipstream_comm_only,3,788d611f,2,58.982
loo,slipstream_comm_only,3,788d611f,3,57.331
loo,slipstream_comm_only,3,788d611f,4,58.368
loo,slipstream_comm_only,3,788d611f,5,57.249
loo,slipstream_comm_only,3,788d611f,6,58.617
loo,slipstream_comm_only,3,788d611f,7,59.289
loo,slipstream_comm_only,3,788d611f,8,57.775
loo,slipstream_comm_only,3,788d611f,9,58.595
loo,placement_swap_seq,3,788d611f,0,100.263
loo,placement_swap_seq,3,788d611f,1,66.026
loo,placement_swap_seq,3,788d611f,2,56.318
loo,placement_swap_seq,3,788d611f,3,56.206
loo,placement_swap_seq,3,788d611f,4,57.77
loo,placement_swap_seq,3,788d611f,5,56.041
loo,placement_swap_seq,3,788d611f,6,56.572
loo,placement_swap_seq,3,788d611f,7,58.239
loo,placement_swap_seq,3,788d611f,8,58.273
loo,placement_swap_seq,3,788d611f,9,55.814
loo,full_stack_seq,3,788d611f,0,70.599
loo,full_stack_seq,3,788d611f,1,64.609
loo,full_stack_seq,3,788d611f,2,55.647
loo,full_stack_seq,3,788d611f,3,55.116
loo,full_stack_seq,3,788d611f,4,55.389
loo,full_stack_seq,3,788d611f,5,56.682
loo,full_stack_seq,3,788d611f,6,59.444
loo,full_stack_seq,3,788d611f,7,56.063
loo,full_stack_seq,3,788d611f,8,56.997
loo,full_stack_seq,3,788d611f,9,55.309
loo,full_stack_ovl,3,788d611f,0,61.676
loo,full_stack_ovl,3,788d611f,1,59.844
loo,full_stack_ovl,3,788d611f,2,56.959
loo,full_stack_ovl,3,788d611f,3,54.659
loo,full_stack_ovl,3,788d611f,4,55.166
loo,full_stack_ovl,3,788d611f,5,56.21
loo,full_stack_ovl,3,788d611f,6,55.398
loo,full_stack_ovl,3,788d611f,7,57.948
loo,full_stack_ovl,3,788d611f,8,56.82
loo,full_stack_ovl,3,788d611f,9,56.419
loo,comet,4,d19ddb24,0,62.753
loo,comet,4,d19ddb24,1,64.096
loo,comet,4,d19ddb24,2,63.127
loo,comet,4,d19ddb24,3,64.231
loo,comet,4,d19ddb24,4,63.68
loo,comet,4,d19ddb24,5,64.063
loo,comet,4,d19ddb24,6,63.269
loo,comet,4,d19ddb24,7,65.44
loo,comet,4,d19ddb24,8,65.369
loo,comet,4,d19ddb24,9,63.92
loo,slipstream_comm_only,4,d19ddb24,0,58.233
loo,slipstream_comm_only,4,d19ddb24,1,55.435
loo,slipstream_comm_only,4,d19ddb24,2,57.494
loo,slipstream_comm_only,4,d19ddb24,3,56.474
loo,slipstream_comm_only,4,d19ddb24,4,58.695
loo,slipstream_comm_only,4,d19ddb24,5,61.441
loo,slipstream_comm_only,4,d19ddb24,6,58.337
loo,slipstream_comm_only,4,d19ddb24,7,58.851
loo,slipstream_comm_only,4,d19ddb24,8,58.062
loo,slipstream_comm_only,4,d19ddb24,9,56.726
loo,placement_swap_seq,4,d19ddb24,0,69.095
loo,placement_swap_seq,4,d19ddb24,1,64.587
loo,placement_swap_seq,4,d19ddb24,2,57.924
loo,placement_swap_seq,4,d19ddb24,3,56.516
loo,placement_swap_seq,4,d19ddb24,4,56.401
loo,placement_swap_seq,4,d19ddb24,5,55.6
loo,placement_swap_seq,4,d19ddb24,6,57.963
loo,placement_swap_seq,4,d19ddb24,7,55.012
loo,placement_swap_seq,4,d19ddb24,8,59.357
loo,placement_swap_seq,4,d19ddb24,9,57.139
loo,full_stack_seq,4,d19ddb24,0,68.379
loo,full_stack_seq,4,d19ddb24,1,63.07
loo,full_stack_seq,4,d19ddb24,2,58.704
loo,full_stack_seq,4,d19ddb24,3,56.794
loo,full_stack_seq,4,d19ddb24,4,56.043
loo,full_stack_seq,4,d19ddb24,5,56.85
loo,full_stack_seq,4,d19ddb24,6,57.8
loo,full_stack_seq,4,d19ddb24,7,53.312
loo,full_stack_seq,4,d19ddb24,8,55.597
loo,full_stack_seq,4,d19ddb24,9,53.284
loo,full_stack_ovl,4,d19ddb24,0,62.452
loo,full_stack_ovl,4,d19ddb24,1,59.684
loo,full_stack_ovl,4,d19ddb24,2,56.465
loo,full_stack_ovl,4,d19ddb24,3,56.631
loo,full_stack_ovl,4,d19ddb24,4,58.174
loo,full_stack_ovl,4,d19ddb24,5,55.246
loo,full_stack_ovl,4,d19ddb24,6,54.973
loo,full_stack_ovl,4,d19ddb24,7,56.944
loo,full_stack_ovl,4,d19ddb24,8,55.855
loo,full_stack_ovl,4,d19ddb24,9,58.492
loo,comet,5,e3c5ff32,0,63.761
loo,comet,5,e3c5ff32,1,64.996
loo,comet,5,e3c5ff32,2,64.255
loo,comet,5,e3c5ff32,3,63.5
loo,comet,5,e3c5ff32,4,63.811
loo,comet,5,e3c5ff32,5,69.011
loo,comet,5,e3c5ff32,6,63.994
loo,comet,5,e3c5ff32,7,64.603
loo,comet,5,e3c5ff32,8,62.099
loo,comet,5,e3c5ff32,9,63.372
loo,slipstream_comm_only,5,e3c5ff32,0,59.646
loo,slipstream_comm_only,5,e3c5ff32,1,58.01
loo,slipstream_comm_only,5,e3c5ff32,2,58.114
loo,slipstream_comm_only,5,e3c5ff32,3,58.561
loo,slipstream_comm_only,5,e3c5ff32,4,59.326
loo,slipstream_comm_only,5,e3c5ff32,5,59.21
loo,slipstream_comm_only,5,e3c5ff32,6,58.229
loo,slipstream_comm_only,5,e3c5ff32,7,59.981
loo,slipstream_comm_only,5,e3c5ff32,8,59.503
loo,slipstream_comm_only,5,e3c5ff32,9,56.287
loo,placement_swap_seq,5,e3c5ff32,0,69.027
loo,placement_swap_seq,5,e3c5ff32,1,66.879
loo,placement_swap_seq,5,e3c5ff32,2,58.078
loo,placement_swap_seq,5,e3c5ff32,3,57.468
loo,placement_swap_seq,5,e3c5ff32,4,56.774
loo,placement_swap_seq,5,e3c5ff32,5,59.094
loo,placement_swap_seq,5,e3c5ff32,6,60.345
loo,placement_swap_seq,5,e3c5ff32,7,57.186
loo,placement_swap_seq,5,e3c5ff32,8,53.942
loo,placement_swap_seq,5,e3c5ff32,9,55.929
loo,full_stack_seq,5,e3c5ff32,0,67.657
loo,full_stack_seq,5,e3c5ff32,1,63.596
loo,full_stack_seq,5,e3c5ff32,2,54.989
loo,full_stack_seq,5,e3c5ff32,3,56.831
loo,full_stack_seq,5,e3c5ff32,4,58.385
loo,full_stack_seq,5,e3c5ff32,5,54.474
loo,full_stack_seq,5,e3c5ff32,6,53.482
loo,full_stack_seq,5,e3c5ff32,7,54.445
loo,full_stack_seq,5,e3c5ff32,8,56.037
loo,full_stack_seq,5,e3c5ff32,9,54.116
loo,full_stack_ovl,5,e3c5ff32,0,60.882
loo,full_stack_ovl,5,e3c5ff32,1,60.002
loo,full_stack_ovl,5,e3c5ff32,2,53.364
loo,full_stack_ovl,5,e3c5ff32,3,55.41
loo,full_stack_ovl,5,e3c5ff32,4,55.749
loo,full_stack_ovl,5,e3c5ff32,5,57.859
loo,full_stack_ovl,5,e3c5ff32,6,55.554
loo,full_stack_ovl,5,e3c5ff32,7,56.778
loo,full_stack_ovl,5,e3c5ff32,8,54.774
loo,full_stack_ovl,5,e3c5ff32,9,59.539
matched,comet,1,52a6d193,0,61.455
matched,comet,1,52a6d193,1,64.387
matched,comet,1,52a6d193,2,63.76
matched,comet,1,52a6d193,3,63.496
matched,comet,1,52a6d193,4,66.743
matched,comet,1,52a6d193,5,63.446
matched,comet,1,52a6d193,6,64.055
matched,comet,1,52a6d193,7,65.205
matched,comet,1,52a6d193,8,62.829
matched,comet,1,52a6d193,9,62.831
matched,slipstream_comm_only,1,52a6d193,0,58.543
matched,slipstream_comm_only,1,52a6d193,1,57.013
matched,slipstream_comm_only,1,52a6d193,2,58.117
matched,slipstream_comm_only,1,52a6d193,3,56.121
matched,slipstream_comm_only,1,52a6d193,4,59.458
matched,slipstream_comm_only,1,52a6d193,5,58.505
matched,slipstream_comm_only,1,52a6d193,6,57.27
matched,slipstream_comm_only,1,52a6d193,7,59.445
matched,slipstream_comm_only,1,52a6d193,8,58.313
matched,slipstream_comm_only,1,52a6d193,9,59.656
matched,placement_swap_seq,1,52a6d193,0,50.146
matched,placement_swap_seq,1,52a6d193,1,49.7
matched,placement_swap_seq,1,52a6d193,2,48.838
matched,placement_swap_seq,1,52a6d193,3,46.033
matched,placement_swap_seq,1,52a6d193,4,45.938
matched,placement_swap_seq,1,52a6d193,5,47.132
matched,placement_swap_seq,1,52a6d193,6,47.423
matched,placement_swap_seq,1,52a6d193,7,47.628
matched,placement_swap_seq,1,52a6d193,8,47.308
matched,placement_swap_seq,1,52a6d193,9,49.607
matched,full_stack_seq,1,52a6d193,0,55.212
matched,full_stack_seq,1,52a6d193,1,49.7
matched,full_stack_seq,1,52a6d193,2,46.957
matched,full_stack_seq,1,52a6d193,3,46.602
matched,full_stack_seq,1,52a6d193,4,46.547
matched,full_stack_seq,1,52a6d193,5,47.423
matched,full_stack_seq,1,52a6d193,6,48.535
matched,full_stack_seq,1,52a6d193,7,43.927
matched,full_stack_seq,1,52a6d193,8,48.751
matched,full_stack_seq,1,52a6d193,9,48.155
matched,full_stack_ovl,1,52a6d193,0,50.953
matched,full_stack_ovl,1,52a6d193,1,47.164
matched,full_stack_ovl,1,52a6d193,2,46.765
matched,full_stack_ovl,1,52a6d193,3,45.242
matched,full_stack_ovl,1,52a6d193,4,48.541
matched,full_stack_ovl,1,52a6d193,5,47.431
matched,full_stack_ovl,1,52a6d193,6,48.049
matched,full_stack_ovl,1,52a6d193,7,46.324
matched,full_stack_ovl,1,52a6d193,8,48.161
matched,full_stack_ovl,1,52a6d193,9,48.06
matched,comet,2,00036d63,0,66.408
matched,comet,2,00036d63,1,65.624
matched,comet,2,00036d63,2,64.222
matched,comet,2,00036d63,3,66.331
matched,comet,2,00036d63,4,65.777
matched,comet,2,00036d63,5,64.818
matched,comet,2,00036d63,6,65.726
matched,comet,2,00036d63,7,63.398
matched,comet,2,00036d63,8,64.128
matched,comet,2,00036d63,9,63.617
matched,slipstream_comm_only,2,00036d63,0,59.187
matched,slipstream_comm_only,2,00036d63,1,58.016
matched,slipstream_comm_only,2,00036d63,2,60.715
matched,slipstream_comm_only,2,00036d63,3,60.725
matched,slipstream_comm_only,2,00036d63,4,61.671
matched,slipstream_comm_only,2,00036d63,5,58.044
matched,slipstream_comm_only,2,00036d63,6,59.81
matched,slipstream_comm_only,2,00036d63,7,56.378
matched,slipstream_comm_only,2,00036d63,8,62.041
matched,slipstream_comm_only,2,00036d63,9,59.032
matched,placement_swap_seq,2,00036d63,0,53.669
matched,placement_swap_seq,2,00036d63,1,45.882
matched,placement_swap_seq,2,00036d63,2,45.356
matched,placement_swap_seq,2,00036d63,3,47.518
matched,placement_swap_seq,2,00036d63,4,45.513
matched,placement_swap_seq,2,00036d63,5,47.317
matched,placement_swap_seq,2,00036d63,6,49.979
matched,placement_swap_seq,2,00036d63,7,47.654
matched,placement_swap_seq,2,00036d63,8,49.22
matched,placement_swap_seq,2,00036d63,9,49.099
matched,full_stack_seq,2,00036d63,0,52.284
matched,full_stack_seq,2,00036d63,1,46.9
matched,full_stack_seq,2,00036d63,2,46.848
matched,full_stack_seq,2,00036d63,3,44.694
matched,full_stack_seq,2,00036d63,4,50.035
matched,full_stack_seq,2,00036d63,5,46.929
matched,full_stack_seq,2,00036d63,6,47.791
matched,full_stack_seq,2,00036d63,7,44.139
matched,full_stack_seq,2,00036d63,8,44.13
matched,full_stack_seq,2,00036d63,9,50.129
matched,full_stack_ovl,2,00036d63,0,49.506
matched,full_stack_ovl,2,00036d63,1,43.799
matched,full_stack_ovl,2,00036d63,2,47.638
matched,full_stack_ovl,2,00036d63,3,49.287
matched,full_stack_ovl,2,00036d63,4,48.317
matched,full_stack_ovl,2,00036d63,5,46.239
matched,full_stack_ovl,2,00036d63,6,45.396
matched,full_stack_ovl,2,00036d63,7,47.422
matched,full_stack_ovl,2,00036d63,8,48.046
matched,full_stack_ovl,2,00036d63,9,49.611
matched,comet,3,0ab47b02,0,63.444
matched,comet,3,0ab47b02,1,64.001
matched,comet,3,0ab47b02,2,62.84
matched,comet,3,0ab47b02,3,63.233
matched,comet,3,0ab47b02,4,63.552
matched,comet,3,0ab47b02,5,62.128
matched,comet,3,0ab47b02,6,63.271
matched,comet,3,0ab47b02,7,65.318
matched,comet,3,0ab47b02,8,64.412
matched,comet,3,0ab47b02,9,63.999
matched,slipstream_comm_only,3,0ab47b02,0,59.326
matched,slipstream_comm_only,3,0ab47b02,1,58.721
matched,slipstream_comm_only,3,0ab47b02,2,58.445
matched,slipstream_comm_only,3,0ab47b02,3,60.054
matched,slipstream_comm_only,3,0ab47b02,4,58.969
matched,slipstream_comm_only,3,0ab47b02,5,59.907
matched,slipstream_comm_only,3,0ab47b02,6,59.859
matched,slipstream_comm_only,3,0ab47b02,7,58.669
matched,slipstream_comm_only,3,0ab47b02,8,59.391
matched,slipstream_comm_only,3,0ab47b02,9,57.239
matched,placement_swap_seq,3,0ab47b02,0,55.312
matched,placement_swap_seq,3,0ab47b02,1,46.029
matched,placement_swap_seq,3,0ab47b02,2,46.279
matched,placement_swap_seq,3,0ab47b02,3,45.379
matched,placement_swap_seq,3,0ab47b02,4,49.161
matched,placement_swap_seq,3,0ab47b02,5,44.695
matched,placement_swap_seq,3,0ab47b02,6,47.931
matched,placement_swap_seq,3,0ab47b02,7,46.444
matched,placement_swap_seq,3,0ab47b02,8,46.587
matched,placement_swap_seq,3,0ab47b02,9,48.678
matched,full_stack_seq,3,0ab47b02,0,50.203
matched,full_stack_seq,3,0ab47b02,1,49.156
matched,full_stack_seq,3,0ab47b02,2,47.086
matched,full_stack_seq,3,0ab47b02,3,44.526
matched,full_stack_seq,3,0ab47b02,4,47.168
matched,full_stack_seq,3,0ab47b02,5,44.838
matched,full_stack_seq,3,0ab47b02,6,46.949
matched,full_stack_seq,3,0ab47b02,7,48.429
matched,full_stack_seq,3,0ab47b02,8,49.372
matched,full_stack_seq,3,0ab47b02,9,48.887
matched,full_stack_ovl,3,0ab47b02,0,53.244
matched,full_stack_ovl,3,0ab47b02,1,48.428
matched,full_stack_ovl,3,0ab47b02,2,44.878
matched,full_stack_ovl,3,0ab47b02,3,49.863
matched,full_stack_ovl,3,0ab47b02,4,45.491
matched,full_stack_ovl,3,0ab47b02,5,48.169
matched,full_stack_ovl,3,0ab47b02,6,50.254
matched,full_stack_ovl,3,0ab47b02,7,46.603
matched,full_stack_ovl,3,0ab47b02,8,44.805
matched,full_stack_ovl,3,0ab47b02,9,48.985
matched,comet,4,7832276b,0,65.131
matched,comet,4,7832276b,1,65.765
matched,comet,4,7832276b,2,66.52
matched,comet,4,7832276b,3,65.322
matched,comet,4,7832276b,4,64.342
matched,comet,4,7832276b,5,65.585
matched,comet,4,7832276b,6,66.047
matched,comet,4,7832276b,7,67.526
matched,comet,4,7832276b,8,66.618
matched,comet,4,7832276b,9,64.836
matched,slipstream_comm_only,4,7832276b,0,56.666
matched,slipstream_comm_only,4,7832276b,1,59.491
matched,slipstream_comm_only,4,7832276b,2,58.306
matched,slipstream_comm_only,4,7832276b,3,58.396
matched,slipstream_comm_only,4,7832276b,4,58.141
matched,slipstream_comm_only,4,7832276b,5,59.265
matched,slipstream_comm_only,4,7832276b,6,59.355
matched,slipstream_comm_only,4,7832276b,7,58.313
matched,slipstream_comm_only,4,7832276b,8,57.668
matched,slipstream_comm_only,4,7832276b,9,59.813
matched,placement_swap_seq,4,7832276b,0,52.972
matched,placement_swap_seq,4,7832276b,1,47.979
matched,placement_swap_seq,4,7832276b,2,46.132
matched,placement_swap_seq,4,7832276b,3,44.675
matched,placement_swap_seq,4,7832276b,4,47.825
matched,placement_swap_seq,4,7832276b,5,47.601
matched,placement_swap_seq,4,7832276b,6,46.904
matched,placement_swap_seq,4,7832276b,7,46.883
matched,placement_swap_seq,4,7832276b,8,48.545
matched,placement_swap_seq,4,7832276b,9,46.557
matched,full_stack_seq,4,7832276b,0,55.697
matched,full_stack_seq,4,7832276b,1,45.732
matched,full_stack_seq,4,7832276b,2,48.932
matched,full_stack_seq,4,7832276b,3,46.622
matched,full_stack_seq,4,7832276b,4,46.863
matched,full_stack_seq,4,7832276b,5,51.489
matched,full_stack_seq,4,7832276b,6,46.108
matched,full_stack_seq,4,7832276b,7,46.69
matched,full_stack_seq,4,7832276b,8,47.981
matched,full_stack_seq,4,7832276b,9,47.75
matched,full_stack_ovl,4,7832276b,0,49.733
matched,full_stack_ovl,4,7832276b,1,46.128
matched,full_stack_ovl,4,7832276b,2,48.382
matched,full_stack_ovl,4,7832276b,3,44.72
matched,full_stack_ovl,4,7832276b,4,48.665
matched,full_stack_ovl,4,7832276b,5,47.746
matched,full_stack_ovl,4,7832276b,6,48.671
matched,full_stack_ovl,4,7832276b,7,48.185
matched,full_stack_ovl,4,7832276b,8,46.451
matched,full_stack_ovl,4,7832276b,9,46.316
matched,comet,5,65017077,0,65.446
matched,comet,5,65017077,1,64.176
matched,comet,5,65017077,2,62.857
matched,comet,5,65017077,3,63.653
matched,comet,5,65017077,4,63.331
matched,comet,5,65017077,5,63.593
matched,comet,5,65017077,6,62.843
matched,comet,5,65017077,7,64.702
matched,comet,5,65017077,8,63.159
matched,comet,5,65017077,9,62.231
matched,slipstream_comm_only,5,65017077,0,59.527
matched,slipstream_comm_only,5,65017077,1,58.743
matched,slipstream_comm_only,5,65017077,2,59.487
matched,slipstream_comm_only,5,65017077,3,58.762
matched,slipstream_comm_only,5,65017077,4,59.493
matched,slipstream_comm_only,5,65017077,5,59.89
matched,slipstream_comm_only,5,65017077,6,59.919
matched,slipstream_comm_only,5,65017077,7,58.904
matched,slipstream_comm_only,5,65017077,8,58.624
matched,slipstream_comm_only,5,65017077,9,58.673
matched,placement_swap_seq,5,65017077,0,52.416
matched,placement_swap_seq,5,65017077,1,46.074
matched,placement_swap_seq,5,65017077,2,48.403
matched,placement_swap_seq,5,65017077,3,46.81
matched,placement_swap_seq,5,65017077,4,48.97
matched,placement_swap_seq,5,65017077,5,48.399
matched,placement_swap_seq,5,65017077,6,48.267
matched,placement_swap_seq,5,65017077,7,46.468
matched,placement_swap_seq,5,65017077,8,48.714
matched,placement_swap_seq,5,65017077,9,45.864
matched,full_stack_seq,5,65017077,0,51.632
matched,full_stack_seq,5,65017077,1,48.813
matched,full_stack_seq,5,65017077,2,47.658
matched,full_stack_seq,5,65017077,3,48.137
matched,full_stack_seq,5,65017077,4,45.37
matched,full_stack_seq,5,65017077,5,44.573
matched,full_stack_seq,5,65017077,6,49.031
matched,full_stack_seq,5,65017077,7,47.315
matched,full_stack_seq,5,65017077,8,47.717
matched,full_stack_seq,5,65017077,9,45.429
matched,full_stack_ovl,5,65017077,0,50.459
matched,full_stack_ovl,5,65017077,1,46.906
matched,full_stack_ovl,5,65017077,2,47.72
matched,full_stack_ovl,5,65017077,3,47.06
matched,full_stack_ovl,5,65017077,4,49.192
matched,full_stack_ovl,5,65017077,5,47.043
matched,full_stack_ovl,5,65017077,6,48.99
matched,full_stack_ovl,5,65017077,7,49.337
matched,full_stack_ovl,5,65017077,8,46.386
matched,full_stack_ovl,5,65017077,9,46.499
loo,moonep,1,5be2f7eb,0,129.736
loo,moonep,1,5be2f7eb,1,130.846
loo,moonep,1,5be2f7eb,2,130.324
loo,moonep,1,5be2f7eb,3,132.102
loo,moonep,1,5be2f7eb,4,132.854
loo,moonep,1,5be2f7eb,5,131.18
loo,moonep,1,5be2f7eb,6,128.453
loo,moonep,1,5be2f7eb,7,132.198
loo,moonep,1,5be2f7eb,8,130.313
loo,moonep,1,5be2f7eb,9,129.909
matched,moonep,1,a25828a5,0,129.186
matched,moonep,1,a25828a5,1,124.659
matched,moonep,1,a25828a5,2,124.222
matched,moonep,1,a25828a5,3,126.507
matched,moonep,1,a25828a5,4,125.335
matched,moonep,1,a25828a5,5,125.632
matched,moonep,1,a25828a5,6,124.813
matched,moonep,1,a25828a5,7,126.374
matched,moonep,1,a25828a5,8,125.29
matched,moonep,1,a25828a5,9,128.23
