layer,scale,run,timing_mode,algorithm,budget_mib,latency_ms,capsule
layer1,W8,rev,isolated,l1_hier,16,12.002,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier,32,23.656,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_hier,32,24.365,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_hier,64,50.201,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_hier,64,51.376,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_hier_eager,1,1.407,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier_eager,1,1.468,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier_eager,2,2.249,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier_eager,2,2.237,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier_eager,4,3.923,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier_eager,4,3.882,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier_eager,8,7.537,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier_eager,8,7.496,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier_eager,16,15.618,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier_eager,16,15.537,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier_eager,32,32.021,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_hier_eager,32,31.479,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_hier_eager,64,66.607,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_hier_eager,64,64.929,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_hier_eager,1,1.857,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier_eager,1,1.681,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier_eager,2,2.563,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier_eager,2,2.517,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier_eager,4,4.186,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier_eager,4,4.152,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier_eager,8,7.821,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier_eager,8,7.844,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier_eager,16,15.904,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier_eager,16,16.07,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier_eager,32,32.152,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_hier_eager,32,32.251,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_hier_eager,64,67.339,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_hier_eager,64,68.183,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,,torch_unfused,1,3.415,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,,torch_unfused,1,3.439,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,,torch_unfused,2,4.367,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,,torch_unfused,2,4.342,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,,torch_unfused,4,6.031,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,,torch_unfused,4,6.071,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,,torch_unfused,8,9.458,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,,torch_unfused,8,9.449,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,,torch_unfused,16,16.45,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,,torch_unfused,16,16.447,20260816-191205_perlmutter_ea44430b
