baseline,variant,model,nodes,budget_mib,status,capsule,cell_id,deterministic,e2e_ms,l0_ms,act_ms,l1_ms,plan_ms,plan_comm_ms,total_ms,e2e_min,e2e_max,fail_reason
Slipstream,l01_slipstream,Qwen,4,2,ok,20260823-164302_perlmutter_fece63f5,l01_slipstream_trace-a2e8ab_b2_k8_isolated,0,3.602,1.326,0.017,2.261,0.699,0.208,4.473,3.504,3.939,
Slipstream,l01_slipstream,Qwen,4,4,ok,20260823-164302_perlmutter_fece63f5,l01_slipstream_trace-a2e8ab_b4_k8_isolated,0,4.849,1.959,0.021,2.905,0.74,0.2,5.785,4.75,5.009,
Slipstream,l01_slipstream,Qwen,4,8,ok,20260823-164302_perlmutter_fece63f5,l01_slipstream_trace-a2e8ab_b8_k8_isolated,0,7.62,3.364,0.031,4.208,0.81,0.312,8.873,7.39,8.043,
Slipstream,l01_slipstream,Qwen,4,16,ok,20260823-164302_perlmutter_fece63f5,l01_slipstream_trace-a2e8ab_b16_k8_isolated,0,13.663,6.442,0.055,7.053,1.004,0.34,14.899,12.817,14.341,
Slipstream,l01_slipstream,Qwen,4,32,ok,20260823-164302_perlmutter_fece63f5,l01_slipstream_trace-a2e8ab_b32_k8_isolated,0,24.582,11.651,0.118,12.696,1.348,0.378,26.169,23.966,26.042,
Slipstream,l01_slipstream,Qwen,4,64,ok,20260823-164302_perlmutter_fece63f5,l01_slipstream_trace-a2e8ab_b64_k8_isolated,0,48.326,23.802,0.211,24.37,2.129,0.519,50.78,46.762,49.33,
Slipstream,l01_slipstream,Qwen,8,1,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b1_k8_isolated,0,8.559,2.324,0.012,6.037,0.709,0.3,9.688,8.162,9.473,
Slipstream,l01_slipstream,Qwen,8,2,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b2_k8_isolated,0,9.377,2.685,0.014,6.685,0.725,0.327,10.537,9.235,9.704,
Slipstream,l01_slipstream,Qwen,8,4,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b4_k8_isolated,0,11.56,3.69,0.031,7.765,0.788,0.32,12.677,11.196,11.721,
Slipstream,l01_slipstream,Qwen,8,8,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b8_k8_isolated,0,15.915,6.08,0.038,9.698,0.896,0.483,17.218,15.38,16.283,
Slipstream,l01_slipstream,Qwen,8,16,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b16_k8_isolated,0,25.624,11.432,0.031,14.088,1.154,0.809,27.475,24.722,26.492,
Slipstream,l01_slipstream,Qwen,8,32,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b32_k8_isolated,0,44.455,20.599,0.101,24.175,1.634,0.657,46.599,43.663,45.764,
Slipstream,l01_slipstream,Qwen,8,64,ok,20260823-170927_perlmutter_88603d38,l01_slipstream_trace-a2e8ab_b64_k8_isolated,0,82.611,40.559,0.207,42.194,2.824,1.036,86.122,78.475,85.476,
Slipstream,l01_slipstream,Qwen,16,1,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b1_k8_isolated,0,27.642,6.268,0.012,21.25,0.835,0.743,28.832,26.937,28.831,
Slipstream,l01_slipstream,Qwen,16,2,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b2_k8_isolated,0,29.253,6.888,0.017,22.235,0.993,0.73,30.765,28.576,30.549,
Slipstream,l01_slipstream,Qwen,16,4,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b4_k8_isolated,0,30.386,7.984,0.013,22.296,0.922,0.535,31.813,29.979,31.209,
Slipstream,l01_slipstream,Qwen,16,8,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b8_k8_isolated,0,36.276,11.485,0.039,24.479,1.258,1.427,38.331,35.013,36.726,
Slipstream,l01_slipstream,Qwen,16,16,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b16_k8_isolated,0,47.554,18.399,0.06,29.217,1.642,1.37,50.027,46.126,49.767,
Slipstream,l01_slipstream,Qwen,16,32,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b32_k8_isolated,0,75.307,31.267,0.169,43.179,2.706,1.602,78.952,72.709,76.184,
Slipstream,l01_slipstream,Qwen,16,64,ok,20260823-183310_perlmutter_ec137d71,l01_slipstream_trace-a2e8ab_b64_k8_isolated,0,127.708,57.465,0.033,70.247,4.74,2.167,134.099,126.09,133.496,
Torch+GEMM,l01_torch,K2,4,1,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b1_k8_isolated,0,9.048,3.888,0.033,5.117,0.41,0.122,9.574,8.996,10.009,
Torch+GEMM,l01_torch,K2,4,2,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b2_k8_isolated,0,9.83,3.829,0.033,5.997,0.415,0.125,10.356,9.785,9.872,
Torch+GEMM,l01_torch,K2,4,4,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b4_k8_isolated,0,11.402,4.002,0.025,7.391,0.429,0.153,11.969,11.35,11.573,
Torch+GEMM,l01_torch,K2,4,8,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b8_k8_isolated,0,14.873,3.841,0.035,10.778,0.448,0.145,15.467,14.605,15.526,
Torch+GEMM,l01_torch,K2,4,16,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b16_k8_isolated,0,24.807,7.697,0.096,16.913,0.485,0.189,25.517,24.371,25.223,
Torch+GEMM,l01_torch,K2,4,32,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b32_k8_isolated,0,46.789,13.008,0.11,33.746,0.588,0.23,47.553,46.198,47.603,
Torch+GEMM,l01_torch,K2,4,64,ok,20260823-161221_perlmutter_adbbb5c3,l01_torch_trace-610042_b64_k8_isolated,0,87.13,24.05,0.246,61.7,0.784,0.334,88.312,85.799,89.298,
Torch+GEMM,l01_torch,K2,8,1,ok,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b1_k8_isolated,0,6.48,2.102,0.033,4.457,0.414,0.191,7.06,5.765,7.146,
Torch+GEMM,l01_torch,K2,8,2,ok,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b2_k8_isolated,0,8.291,2.423,0.014,6.22,0.458,0.205,9.055,7.156,10.001,
Torch+GEMM,l01_torch,K2,8,4,ok,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b4_k8_isolated,0,11.664,3.236,0.015,8.745,0.446,0.231,12.42,11.161,12.853,
Torch+GEMM,l01_torch,K2,8,8,ok,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b8_k8_isolated,0,19.557,5.39,0.026,14.16,0.513,0.269,20.28,18.928,20.509,
Torch+GEMM,l01_torch,K2,8,16,ok,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b16_k8_isolated,0,35.608,9.648,0.05,26.252,0.541,0.346,36.634,34.903,36.63,
Torch+GEMM,l01_torch,K2,8,32,ok,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b32_k8_isolated,0,72.113,22.018,0.16,49.868,0.704,0.506,73.213,71.154,73.943,
Torch+GEMM,l01_torch,K2,8,64,failed,20260823-172536_perlmutter_3af9a5de,l01_torch_trace-610042_b64_k8_isolated,0,,,,,,,,,,status=failed exit=143
Torch+GEMM,l01_torch,K2,16,1,ok,20260823-222005_perlmutter_3ebe1f2e,l01_torch_trace-610042_b1_k8_isolated,0,6.615,2.302,0.008,4.651,0.442,0.297,7.684,5.688,9.247,
Torch+GEMM,l01_torch,K2,16,2,ok,20260823-222005_perlmutter_3ebe1f2e,l01_torch_trace-610042_b2_k8_isolated,0,9.998,3.0,0.012,6.299,0.45,0.294,10.715,8.656,11.924,
Torch+GEMM,l01_torch,K2,16,4,ok,20260823-222005_perlmutter_3ebe1f2e,l01_torch_trace-610042_b4_k8_isolated,0,16.479,5.153,0.016,11.513,0.479,0.356,17.266,16.025,17.623,
Torch+GEMM,l01_torch,K2,16,8,ok,20260823-222005_perlmutter_3ebe1f2e,l01_torch_trace-610042_b8_k8_isolated,0,30.954,9.29,0.022,22.015,0.609,0.473,32.036,30.021,32.266,
Torch+GEMM,l01_torch,K2,16,16,ok,20260823-222005_perlmutter_3ebe1f2e,l01_torch_trace-610042_b16_k8_isolated,0,60.304,17.951,0.048,42.617,0.752,0.877,61.945,60.007,62.316,
Torch+GEMM,l01_torch,K2,16,32,failed,20260823-222005_perlmutter_3ebe1f2e,l01_torch_trace-610042_b32_k8_isolated,0,,,,,,,,,,status=failed exit=1
Torch+GEMM,l01_torch,Qwen,4,1,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b1_k8_isolated,0,3.861,1.473,0.032,2.361,0.387,0.127,4.367,3.783,3.891,
Torch+GEMM,l01_torch,Qwen,4,2,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b2_k8_isolated,0,4.615,1.472,0.033,3.128,0.403,0.136,5.161,4.57,6.321,
Torch+GEMM,l01_torch,Qwen,4,4,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b4_k8_isolated,0,7.273,1.764,0.022,5.546,0.416,0.132,7.821,7.07,8.306,
Torch+GEMM,l01_torch,Qwen,4,8,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b8_k8_isolated,0,12.87,3.021,0.037,9.838,0.45,0.179,13.495,12.628,13.368,
Torch+GEMM,l01_torch,Qwen,4,16,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b16_k8_isolated,0,23.847,5.968,0.079,18.122,0.514,0.224,24.593,23.519,24.393,
Torch+GEMM,l01_torch,Qwen,4,32,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b32_k8_isolated,0,47.634,11.674,0.15,35.93,0.722,0.334,48.576,46.927,48.974,
Torch+GEMM,l01_torch,Qwen,4,64,ok,20260823-161520_perlmutter_085275e0,l01_torch_trace-a2e8ab_b64_k8_isolated,0,92.143,20.889,0.252,70.849,1.147,0.327,93.375,91.16,93.718,
Torch+GEMM,l01_torch,Qwen,8,1,ok,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b1_k8_isolated,0,4.116,0.943,0.009,3.115,0.4,0.195,4.689,3.411,4.729,
Torch+GEMM,l01_torch,Qwen,8,2,ok,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b2_k8_isolated,0,6.735,1.994,0.013,4.556,0.417,0.222,7.346,5.539,7.7,
Torch+GEMM,l01_torch,Qwen,8,4,ok,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b4_k8_isolated,0,10.147,2.723,0.016,7.446,0.448,0.221,10.8,9.677,11.122,
Torch+GEMM,l01_torch,Qwen,8,8,ok,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b8_k8_isolated,0,19.004,5.363,0.035,13.904,0.516,0.486,20.031,18.382,19.825,
Torch+GEMM,l01_torch,Qwen,8,16,ok,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b16_k8_isolated,0,36.418,9.158,0.068,27.163,0.641,0.623,37.456,35.797,37.297,
Torch+GEMM,l01_torch,Qwen,8,32,ok,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b32_k8_isolated,0,72.048,17.955,0.128,53.751,0.943,0.68,73.614,71.056,72.785,
Torch+GEMM,l01_torch,Qwen,8,64,failed,20260823-172829_perlmutter_7a59dd1a,l01_torch_trace-a2e8ab_b64_k8_isolated,0,,,,,,,,,,status=failed exit=143
Torch+GEMM,l01_torch,Qwen,16,1,ok,20260823-222214_perlmutter_45a5b9b3,l01_torch_trace-a2e8ab_b1_k8_isolated,0,6.322,1.624,0.007,4.297,0.42,0.3,7.003,5.151,7.615,
Torch+GEMM,l01_torch,Qwen,16,2,ok,20260823-222214_perlmutter_45a5b9b3,l01_torch_trace-a2e8ab_b2_k8_isolated,0,8.867,2.481,0.013,6.479,0.443,0.356,9.666,8.661,11.818,
Torch+GEMM,l01_torch,Qwen,16,4,ok,20260823-222214_perlmutter_45a5b9b3,l01_torch_trace-a2e8ab_b4_k8_isolated,0,16.934,4.706,0.019,12.119,0.54,0.378,17.977,16.084,18.595,
Torch+GEMM,l01_torch,Qwen,16,8,ok,20260823-222214_perlmutter_45a5b9b3,l01_torch_trace-a2e8ab_b8_k8_isolated,0,32.431,8.72,0.043,23.423,0.626,0.71,33.789,31.893,33.173,
Torch+GEMM,l01_torch,Qwen,16,16,ok,20260823-222214_perlmutter_45a5b9b3,l01_torch_trace-a2e8ab_b16_k8_isolated,0,63.597,17.679,0.08,46.205,0.892,0.968,65.091,62.658,65.705,
Torch+GEMM,l01_torch,Qwen,16,32,failed,20260823-222214_perlmutter_45a5b9b3,l01_torch_trace-a2e8ab_b32_k8_isolated,0,,,,,,,,,,status=failed exit=143
