nodes,model,row_id,budget_mib,C,total_ms,plan_ms,loccap_twin_ms,d_vs_twin_pct,twin_src,figure_ms,d_vs_figure_pct,arm_variant,capsule,cell_id,stat,kernel
16,K2,ours12,16,1/2,29.236,2.258,28.575,2.3,,27.916,4.7,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours12,16,1/2,29.019,2.48,28.266,2.7,,27.916,4.0,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-102031_perlmutter_5d500853,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours12,16,1/2,29.313,2.066,28.343,3.4,,27.916,5.0,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,v4
16,K2,ours12,16,1/4,29.745,2.38,28.575,4.1,,27.916,6.6,ours_l01_s1_pv2_r2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,1,1/2,14.422,1.754,14.676,-1.7,,13.511,6.7,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,1,1/2,13.544,1.181,14.209,-4.7,,13.511,0.2,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
16,K2,ours12_dispatch,1,1/4,14.111,1.571,14.676,-3.8,,13.511,4.4,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,4,1/2,17.316,2.022,16.702,3.7,,16.826,2.9,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,4,1/2,17.174,1.617,16.833,2.0,,16.826,2.1,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,v4
16,K2,ours12_dispatch,4,1/4,17.198,1.739,16.702,3.0,,16.826,2.2,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b4_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,16,1,29.528,2.309,29.828,-1.0,,29.409,0.4,ours_l01_s2_swap_force_p2p_r2_pv3c_eps1,20260915-102031_perlmutter_5d500853,ours_l01_s2_swap_force_p2p_r2_pv3c_eps1_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,16,1/2,31.323,2.662,29.65,5.6,,29.409,6.5,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,16,1/2,30.283,2.646,29.828,1.5,,29.409,3.0,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-102031_perlmutter_5d500853,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours12_dispatch,16,1/2,29.423,2.148,29.356,0.2,,29.409,0.0,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,v4
16,K2,ours12_dispatch,16,1/4,30.978,2.37,29.65,4.5,,29.409,5.3,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,1,1/2,7.03,1.467,6.78,3.7,,7.224,-2.7,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,1,1/2,7.169,1.497,6.813,5.2,,7.224,-0.8,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-100611_perlmutter_c01dc92f,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,1,1/2,6.828,1.591,6.947,-1.7,,7.224,-5.5,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-175557_perlmutter_2b8026c7,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,1,1/2,6.663,1.178,6.813,-2.2,,7.224,-7.8,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,1,1/2,7.038,1.429,7.084,-0.7,,7.224,-2.6,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-184912_perlmutter_397e1892,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,1,1/4,6.943,1.427,6.78,2.4,,7.224,-3.9,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,1,1/4,7.099,1.429,6.813,4.2,,7.224,-1.7,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-100611_perlmutter_c01dc92f,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,1,1/4,6.888,1.311,6.813,1.1,,7.224,-4.7,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-183514_perlmutter_2a5a4f27,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,4,1/2,16.42,1.858,16.271,0.9,,16.216,1.3,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,4,1/2,15.315,1.556,15.973,-4.1,,16.216,-5.6,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-175557_perlmutter_2b8026c7,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,4,1/2,15.507,1.385,15.856,-2.2,,16.216,-4.4,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,4,1/4,15.869,1.746,16.271,-2.5,,16.216,-2.1,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b4_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,4,1/4,15.419,1.684,15.856,-2.8,,16.216,-4.9,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-183514_perlmutter_2a5a4f27,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b4_k8_isolated,iter_max_median,v4
16,K2,ours2_direct,16,1/4,50.191,3.668,54.023,-7.1,,52.518,-4.4,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours2_direct,16,1/4,48.103,3.353,50.42,-4.6,,52.518,-8.4,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-183514_perlmutter_2a5a4f27,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b16_k8_isolated,iter_max_median,v4
16,K2,ours2_nooverlap,1,1/2,16.868,1.463,15.635,7.9,,15.673,7.6,llc_l01_s1_pv2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,1,1/2,16.161,1.121,15.601,3.6,,15.673,3.1,llc_l01_s1_pv2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
16,K2,ours2_nooverlap,1,1/4,16.42,1.461,15.635,5.0,,15.673,4.8,llc_l01_s1_pv2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,4,1/2,19.968,1.74,19.345,3.2,,20.144,-0.9,llc_l01_s1_pv2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,4,1/2,19.057,1.747,19.024,0.2,,20.144,-5.4,llc_l01_s1_pv2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b4_k8_isolated,iter_max_median,v4
16,K2,ours2_nooverlap,4,1/4,19.571,1.668,19.345,1.2,,20.144,-2.8,llc_l01_s1_pv2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b4_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,16,1,34.869,2.28,35.425,-1.6,,33.641,3.6,llc_l01_s1_pv2_pv3c_eps1,20260915-102031_perlmutter_5d500853,llc_l01_s1_pv2_pv3c_eps1_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,16,1/2,35.22,2.295,33.895,3.9,,33.641,4.7,llc_l01_s1_pv2_pv3c_eps05,20260915-092116_perlmutter_8a8230ae,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,16,1/2,35.704,2.28,35.425,0.8,,33.641,6.1,llc_l01_s1_pv2_pv3c_eps05,20260915-102031_perlmutter_5d500853,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,K2,ours2_nooverlap,16,1/2,35.303,2.033,34.273,3.0,,33.641,4.9,llc_l01_s1_pv2_pv3c_eps05,20260915-183514_perlmutter_2a5a4f27,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b16_k8_isolated,iter_max_median,v4
16,K2,ours2_nooverlap,16,1/4,36.057,2.217,33.895,6.4,,33.641,7.2,llc_l01_s1_pv2_pv3c_eps025,20260915-092116_perlmutter_8a8230ae,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours12,1,1/2,12.546,1.437,12.559,-0.1,,12.332,1.7,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours12,1,1/2,12.321,0.968,12.487,-1.3,,12.332,-0.1,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,v4
16,Qwen,ours12,1,1/4,12.799,1.374,12.559,1.9,,12.332,3.8,ours_l01_s1_pv2_r2_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours12,4,1/2,14.95,1.832,14.89,0.4,,14.684,1.8,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours12,4,1/2,14.789,1.621,14.4,2.7,,14.684,0.7,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,v4
16,Qwen,ours12,4,1/4,15.48,1.989,14.89,4.0,,14.684,5.4,ours_l01_s1_pv2_r2_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours12,16,1/2,28.165,2.781,26.332,7.0,xcap2,26.064,8.1,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-101317_perlmutter_f9a2a77f,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours12,16,1/4,31.053,3.125,27.268,13.9,,26.064,19.1,ours_l01_s1_pv2_r2_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,1,1/2,13.788,1.705,13.805,-0.1,,13.71,0.6,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,1,1/2,13.816,1.649,14.013,-1.4,,13.71,0.8,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-184102_perlmutter_d330385a,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,v4
16,Qwen,ours12_dispatch,1,1/4,13.928,1.574,13.805,0.9,,13.71,1.6,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,4,1/2,15.853,2.051,15.759,0.6,,15.825,0.2,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,4,1/2,16.223,2.177,15.966,1.6,,15.825,2.5,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-184102_perlmutter_d330385a,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,v4
16,Qwen,ours12_dispatch,4,1/4,16.26,2.066,15.759,3.2,,15.825,2.7,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,16,1,28.644,2.987,27.202,5.3,,26.45,8.3,ours_l01_s2_swap_force_p2p_r2_pv3c_eps1,20260915-101317_perlmutter_f9a2a77f,ours_l01_s2_swap_force_p2p_r2_pv3c_eps1_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,16,1/2,28.93,3.197,27.136,6.6,xcap3,26.45,9.4,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours12_dispatch,16,1/2,28.348,2.404,26.816,5.7,,26.45,7.2,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,20260915-210903_perlmutter_fd27dc0c,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,iter_max_median,v4
16,Qwen,ours12_dispatch,16,1/4,31.584,2.882,27.136,16.4,xcap3,26.45,19.4,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_direct,1,1/2,7.121,1.683,6.768,5.2,,6.825,4.3,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_direct,1,1/2,6.733,1.449,6.648,1.3,,6.825,-1.3,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,v4
16,Qwen,ours2_direct,1,1/4,6.78,1.548,6.768,0.2,,6.825,-0.7,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_direct,1,1/4,6.463,1.759,6.648,-2.8,,6.825,-5.3,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,iter_max_median,v4
16,Qwen,ours2_direct,4,1/2,15.955,2.39,16.362,-2.5,,16.417,-2.8,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_direct,4,1/2,15.509,1.819,15.948,-2.8,,16.417,-5.5,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,v4
16,Qwen,ours2_direct,4,1/4,15.101,2.252,16.362,-7.7,,16.417,-8.0,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_direct,4,1/4,14.772,1.814,15.948,-7.4,,16.417,-10.0,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,iter_max_median,v4
16,Qwen,ours2_direct,16,1/4,47.829,4.512,52.774,-9.4,,54.702,-12.6,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-094347_perlmutter_28d64661,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_direct,16,1/4,46.954,4.255,53.811,-12.7,,54.702,-14.2,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-184102_perlmutter_d330385a,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,iter_max_median,v4
16,Qwen,ours2_nooverlap,1,1/2,15.574,1.586,15.382,1.2,,15.563,0.1,llc_l01_s1_pv2_pv3c_eps05,20260915-094347_perlmutter_28d64661,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,1,1/2,15.821,1.271,15.462,2.3,,15.563,1.7,llc_l01_s1_pv2_pv3c_eps05,20260915-184102_perlmutter_d330385a,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,iter_max_median,v4
16,Qwen,ours2_nooverlap,1,1/4,15.642,1.54,15.382,1.7,,15.563,0.5,llc_l01_s1_pv2_pv3c_eps025,20260915-094347_perlmutter_28d64661,llc_l01_s1_pv2_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,4,1/2,19.277,1.939,18.616,3.5,,18.056,6.8,llc_l01_s1_pv2_pv3c_eps05,20260915-094347_perlmutter_28d64661,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,4,1/2,19.023,1.607,18.365,3.6,,18.056,5.4,llc_l01_s1_pv2_pv3c_eps05,20260915-184102_perlmutter_d330385a,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,iter_max_median,v4
16,Qwen,ours2_nooverlap,4,1/4,18.539,1.805,18.616,-0.4,,18.056,2.7,llc_l01_s1_pv2_pv3c_eps025,20260915-094347_perlmutter_28d64661,llc_l01_s1_pv2_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,16,1,37.641,3.452,34.222,10.0,,31.621,19.0,llc_l01_s1_pv2_pv3c_eps1,20260915-101317_perlmutter_f9a2a77f,llc_l01_s1_pv2_pv3c_eps1_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,16,1/2,35.929,3.446,33.704,6.6,,31.621,13.6,llc_l01_s1_pv2_pv3c_eps05,20260915-094347_perlmutter_28d64661,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,16,1/2,35.685,3.406,34.222,4.3,,31.621,12.9,llc_l01_s1_pv2_pv3c_eps05,20260915-101317_perlmutter_f9a2a77f,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
16,Qwen,ours2_nooverlap,16,1/2,34.898,3.073,34.602,0.9,,31.621,10.4,llc_l01_s1_pv2_pv3c_eps05,20260915-184102_perlmutter_d330385a,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,iter_max_median,v4
16,Qwen,ours2_nooverlap,16,1/4,37.576,3.436,33.704,11.5,,31.621,18.8,llc_l01_s1_pv2_pv3c_eps025,20260915-094347_perlmutter_28d64661,llc_l01_s1_pv2_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,iter_max_median,campaign
32,K2,ours12,1,1/2,38.631,2.434,38.191,1.2,,,,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-131546_perlmutter_0a42f19c,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,campaign
32,K2,ours12,1,1/2,37.712,1.44,37.996,-0.7,,,,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-175055_perlmutter_5b551467,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
32,K2,ours12,1,1/2,37.935,1.505,38.073,-0.4,,,,ours_l01_s1_pv2_r2_pv3c_eps05,20260915-184537_perlmutter_31763f49,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
32,K2,ours12,1,1/4,38.68,2.797,38.191,1.3,,,,ours_l01_s1_pv2_r2_pv3c_eps025,20260915-131546_perlmutter_0a42f19c,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,campaign
32,K2,ours2_direct,1,1/2,9.85,2.898,8.995,9.5,,,,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-143919_perlmutter_74b6af42,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,campaign
32,K2,ours2_direct,1,1/2,8.658,1.756,8.865,-2.3,,,,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-175055_perlmutter_5b551467,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
32,K2,ours2_direct,1,1/2,8.582,1.67,8.974,-4.4,,,,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,20260915-184537_perlmutter_31763f49,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,iter_max_median,v4
32,K2,ours2_direct,1,1/4,9.602,2.443,8.995,6.8,,,,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,20260915-143919_perlmutter_74b6af42,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,iter_max_median,campaign
